IITMandi_YouTube/eng/eng_151.wav | True: English | Pred: Sindhi | Similarity: 0.5206 | MISMATCH
IITMandi_YouTube/mar/mar_49.wav | True: Marathi | Pred: Urdu | Similarity: 0.5999 | MISMATCH
IITMandi_YouTube/mar/mar_129.wav | True: Marathi | Pred: Sindhi | Similarity: 0.5159 | MISMATCH
IITMandi_YouTube/mar/mar_115.wav | True: Marathi | Pred: Bengali | Similarity: 0.5875 | MISMATCH
IITMandi_YouTube/mar/mar_101.wav | True: Marathi | Pred: Hindi | Similarity: 0.5550 | MISMATCH
IITMandi_YouTube/mar/mar_317.wav | True: Marathi | Pred: Bengali | Similarity: 0.6341 | MISMATCH
IITMandi_YouTube/mar/mar_303.wav | True: Marathi | Pred: English | Similarity: 0.6282 | MISMATCH
IITMandi_YouTube/mar/mar_302.wav | True: Marathi | Pred: English | Similarity: 0.6453 | MISMATCH
IITMandi_YouTube/mar/mar_316.wav | True: Marathi | Pred: Bengali | Similarity: 0.5852 | MISMATCH
IITMandi_YouTube/mar/mar_100.wav | True: Marathi | Pred: Hindi | Similarity: 0.5811 | MISMATCH
IITMandi_YouTube/mar/mar_114.wav | True: Marathi | Pred: Bengali | Similarity: 0.5463 | MISMATCH
IITMandi_YouTube/mar/mar_128.wav | True: Marathi | Pred: Sindhi | Similarity: 0.5231 | MISMATCH
IITMandi_YouTube/mar/mar_48.wav | True: Marathi | Pred: English | Similarity: 0.6095 | MISMATCH
IITMandi_YouTube/mar/mar_74.wav | True: Marathi | Pred: English | Similarity: 0.5445 | MISMATCH
IITMandi_YouTube/mar/mar_60.wav | True: Marathi | Pred: English | Similarity: 0.5919 | MISMATCH
IITMandi_YouTube/mar/mar_276.wav | True: Marathi | Pred: Bengali | Similarity: 0.4932 | MISMATCH
IITMandi_YouTube/mar/mar_262.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4897 | MISMATCH
IITMandi_YouTube/mar/mar_289.wav | True: Marathi | Pred: English | Similarity: 0.6180 | MISMATCH
IITMandi_YouTube/mar/mar_299.wav | True: Marathi | Pred: English | Similarity: 0.6227 | MISMATCH
IITMandi_YouTube/mar/mar_266.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5362 | MISMATCH
IITMandi_YouTube/mar/mar_272.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5012 | MISMATCH
IITMandi_YouTube/mar/mar_58.wav | True: Marathi | Pred: English | Similarity: 0.6500 | MISMATCH
IITMandi_YouTube/mar/mar_64.wav | True: Marathi | Pred: English | Similarity: 0.5478 | MISMATCH
IITMandi_YouTube/mar/mar_70.wav | True: Marathi | Pred: Sindhi | Similarity: 0.5403 | MISMATCH
IITMandi_YouTube/mar/mar_110.wav | True: Marathi | Pred: Hindi | Similarity: 0.5225 | MISMATCH
IITMandi_YouTube/mar/mar_104.wav | True: Marathi | Pred: Hindi | Similarity: 0.5916 | MISMATCH
IITMandi_YouTube/mar/mar_138.wav | True: Marathi | Pred: Sindhi | Similarity: 0.5657 | MISMATCH
IITMandi_YouTube/mar/mar_312.wav | True: Marathi | Pred: Bengali | Similarity: 0.6039 | MISMATCH
IITMandi_YouTube/mar/mar_306.wav | True: Marathi | Pred: English | Similarity: 0.5877 | MISMATCH
IITMandi_YouTube/mar/mar_307.wav | True: Marathi | Pred: English | Similarity: 0.6313 | MISMATCH
IITMandi_YouTube/mar/mar_313.wav | True: Marathi | Pred: Bengali | Similarity: 0.5600 | MISMATCH
IITMandi_YouTube/mar/mar_139.wav | True: Marathi | Pred: Bengali | Similarity: 0.6032 | MISMATCH
IITMandi_YouTube/mar/mar_105.wav | True: Marathi | Pred: Hindi | Similarity: 0.5769 | MISMATCH
IITMandi_YouTube/mar/mar_111.wav | True: Marathi | Pred: Hindi | Similarity: 0.5550 | MISMATCH
IITMandi_YouTube/mar/mar_71.wav | True: Marathi | Pred: English | Similarity: 0.5029 | MISMATCH
IITMandi_YouTube/mar/mar_65.wav | True: Marathi | Pred: English | Similarity: 0.5457 | MISMATCH
IITMandi_YouTube/mar/mar_59.wav | True: Marathi | Pred: English | Similarity: 0.5881 | MISMATCH
IITMandi_YouTube/mar/mar_273.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5058 | MISMATCH
IITMandi_YouTube/mar/mar_267.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5423 | MISMATCH
IITMandi_YouTube/mar/mar_298.wav | True: Marathi | Pred: English | Similarity: 0.6215 | MISMATCH
IITMandi_YouTube/mar/mar_271.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5764 | MISMATCH
IITMandi_YouTube/mar/mar_265.wav | True: Marathi | Pred: Bengali | Similarity: 0.4969 | MISMATCH
IITMandi_YouTube/mar/mar_259.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5285 | MISMATCH
IITMandi_YouTube/mar/mar_8.wav | True: Marathi | Pred: Sindhi | Similarity: 0.4353 | MISMATCH
IITMandi_YouTube/mar/mar_73.wav | True: Marathi | Pred: English | Similarity: 0.5171 | MISMATCH
IITMandi_YouTube/mar/mar_67.wav | True: Marathi | Pred: English | Similarity: 0.5748 | MISMATCH
IITMandi_YouTube/mar/mar_107.wav | True: Marathi | Pred: Hindi | Similarity: 0.5402 | MISMATCH
IITMandi_YouTube/mar/mar_113.wav | True: Marathi | Pred: Bengali | Similarity: 0.5635 | MISMATCH
IITMandi_YouTube/mar/mar_98.wav | True: Marathi | Pred: Hindi | Similarity: 0.5661 | MISMATCH
IITMandi_YouTube/mar/mar_305.wav | True: Marathi | Pred: English | Similarity: 0.6245 | MISMATCH
IITMandi_YouTube/mar/mar_311.wav | True: Marathi | Pred: English | Similarity: 0.5722 | MISMATCH
IITMandi_YouTube/mar/mar_339.wav | True: Marathi | Pred: Bengali | Similarity: 0.5062 | MISMATCH
IITMandi_YouTube/mar/mar_338.wav | True: Marathi | Pred: Bengali | Similarity: 0.5849 | MISMATCH
IITMandi_YouTube/mar/mar_310.wav | True: Marathi | Pred: English | Similarity: 0.5710 | MISMATCH
IITMandi_YouTube/mar/mar_304.wav | True: Marathi | Pred: English | Similarity: 0.6242 | MISMATCH
IITMandi_YouTube/mar/mar_99.wav | True: Marathi | Pred: Hindi | Similarity: 0.6032 | MISMATCH
IITMandi_YouTube/mar/mar_112.wav | True: Marathi | Pred: Hindi | Similarity: 0.5415 | MISMATCH
IITMandi_YouTube/mar/mar_106.wav | True: Marathi | Pred: Hindi | Similarity: 0.5267 | MISMATCH
IITMandi_YouTube/mar/mar_66.wav | True: Marathi | Pred: Sindhi | Similarity: 0.5553 | MISMATCH
IITMandi_YouTube/mar/mar_72.wav | True: Marathi | Pred: English | Similarity: 0.5528 | MISMATCH
IITMandi_YouTube/mar/mar_9.wav | True: Marathi | Pred: Sindhi | Similarity: 0.4247 | MISMATCH
IITMandi_YouTube/mar/mar_258.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5446 | MISMATCH
IITMandi_YouTube/mar/mar_264.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5149 | MISMATCH
IITMandi_YouTube/mar/mar_270.wav | True: Marathi | Pred: Bengali | Similarity: 0.5053 | MISMATCH
IITMandi_YouTube/mar/mar_217.wav | True: Marathi | Pred: Urdu | Similarity: 0.5444 | MISMATCH
IITMandi_YouTube/mar/mar_203.wav | True: Marathi | Pred: Hindi | Similarity: 0.5398 | MISMATCH
IITMandi_YouTube/mar/mar_15.wav | True: Marathi | Pred: Sindhi | Similarity: 0.3792 | MISMATCH
IITMandi_YouTube/mar/mar_29.wav | True: Marathi | Pred: Marathi | Similarity: 0.6096 | MATCH
IITMandi_YouTube/mar/mar_149.wav | True: Marathi | Pred: English | Similarity: 0.6861 | MISMATCH
IITMandi_YouTube/mar/mar_161.wav | True: Marathi | Pred: English | Similarity: 0.6720 | MISMATCH
IITMandi_YouTube/mar/mar_175.wav | True: Marathi | Pred: English | Similarity: 0.6682 | MISMATCH
IITMandi_YouTube/mar/mar_388.wav | True: Marathi | Pred: English | Similarity: 0.6417 | MISMATCH
IITMandi_YouTube/mar/mar_363.wav | True: Marathi | Pred: English | Similarity: 0.6345 | MISMATCH
IITMandi_YouTube/mar/mar_377.wav | True: Marathi | Pred: English | Similarity: 0.6290 | MISMATCH
IITMandi_YouTube/mar/mar_376.wav | True: Marathi | Pred: English | Similarity: 0.6686 | MISMATCH
IITMandi_YouTube/mar/mar_362.wav | True: Marathi | Pred: English | Similarity: 0.6322 | MISMATCH
IITMandi_YouTube/mar/mar_389.wav | True: Marathi | Pred: English | Similarity: 0.6562 | MISMATCH
IITMandi_YouTube/mar/mar_174.wav | True: Marathi | Pred: English | Similarity: 0.6507 | MISMATCH
IITMandi_YouTube/mar/mar_160.wav | True: Marathi | Pred: English | Similarity: 0.6522 | MISMATCH
IITMandi_YouTube/mar/mar_148.wav | True: Marathi | Pred: English | Similarity: 0.6885 | MISMATCH
IITMandi_YouTube/mar/mar_28.wav | True: Marathi | Pred: Urdu | Similarity: 0.6242 | MISMATCH
IITMandi_YouTube/mar/mar_14.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4819 | MISMATCH
IITMandi_YouTube/mar/mar_202.wav | True: Marathi | Pred: Bengali | Similarity: 0.5975 | MISMATCH
IITMandi_YouTube/mar/mar_216.wav | True: Marathi | Pred: Hindi | Similarity: 0.5441 | MISMATCH
IITMandi_YouTube/mar/mar_228.wav | True: Marathi | Pred: Manipuri | Similarity: 0.5861 | MISMATCH
IITMandi_YouTube/mar/mar_200.wav | True: Marathi | Pred: English | Similarity: 0.6369 | MISMATCH
IITMandi_YouTube/mar/mar_214.wav | True: Marathi | Pred: Hindi | Similarity: 0.6051 | MISMATCH
IITMandi_YouTube/mar/mar_189.wav | True: Marathi | Pred: English | Similarity: 0.6310 | MISMATCH
IITMandi_YouTube/mar/mar_16.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4949 | MISMATCH
IITMandi_YouTube/mar/mar_176.wav | True: Marathi | Pred: English | Similarity: 0.6473 | MISMATCH
IITMandi_YouTube/mar/mar_162.wav | True: Marathi | Pred: English | Similarity: 0.6750 | MISMATCH
IITMandi_YouTube/mar/mar_348.wav | True: Marathi | Pred: English | Similarity: 0.6285 | MISMATCH
IITMandi_YouTube/mar/mar_374.wav | True: Marathi | Pred: Punjabi | Similarity: 0.6145 | MISMATCH
IITMandi_YouTube/mar/mar_360.wav | True: Marathi | Pred: Urdu | Similarity: 0.6326 | MISMATCH
IITMandi_YouTube/mar/mar_361.wav | True: Marathi | Pred: English | Similarity: 0.6158 | MISMATCH
IITMandi_YouTube/mar/mar_375.wav | True: Marathi | Pred: English | Similarity: 0.6566 | MISMATCH
IITMandi_YouTube/mar/mar_349.wav | True: Marathi | Pred: English | Similarity: 0.6196 | MISMATCH
IITMandi_YouTube/mar/mar_163.wav | True: Marathi | Pred: English | Similarity: 0.6293 | MISMATCH
IITMandi_YouTube/mar/mar_177.wav | True: Marathi | Pred: English | Similarity: 0.6680 | MISMATCH
IITMandi_YouTube/mar/mar_17.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4699 | MISMATCH
IITMandi_YouTube/mar/mar_188.wav | True: Marathi | Pred: English | Similarity: 0.6147 | MISMATCH
IITMandi_YouTube/mar/mar_215.wav | True: Marathi | Pred: Hindi | Similarity: 0.5418 | MISMATCH
IITMandi_YouTube/mar/mar_201.wav | True: Marathi | Pred: English | Similarity: 0.5232 | MISMATCH
IITMandi_YouTube/mar/mar_229.wav | True: Marathi | Pred: Bengali | Similarity: 0.5673 | MISMATCH
IITMandi_YouTube/mar/mar_205.wav | True: Marathi | Pred: Hindi | Similarity: 0.5727 | MISMATCH
IITMandi_YouTube/mar/mar_211.wav | True: Marathi | Pred: Urdu | Similarity: 0.5578 | MISMATCH
IITMandi_YouTube/mar/mar_239.wav | True: Marathi | Pred: English | Similarity: 0.5058 | MISMATCH
IITMandi_YouTube/mar/mar_198.wav | True: Marathi | Pred: English | Similarity: 0.6225 | MISMATCH
IITMandi_YouTube/mar/mar_13.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4546 | MISMATCH
IITMandi_YouTube/mar/mar_173.wav | True: Marathi | Pred: English | Similarity: 0.6640 | MISMATCH
IITMandi_YouTube/mar/mar_167.wav | True: Marathi | Pred: English | Similarity: 0.6628 | MISMATCH
IITMandi_YouTube/mar/mar_371.wav | True: Marathi | Pred: English | Similarity: 0.6263 | MISMATCH
IITMandi_YouTube/mar/mar_365.wav | True: Marathi | Pred: English | Similarity: 0.6353 | MISMATCH
IITMandi_YouTube/mar/mar_359.wav | True: Marathi | Pred: Gujarati | Similarity: 0.6037 | MISMATCH
IITMandi_YouTube/mar/mar_358.wav | True: Marathi | Pred: English | Similarity: 0.6399 | MISMATCH
IITMandi_YouTube/mar/mar_364.wav | True: Marathi | Pred: English | Similarity: 0.6147 | MISMATCH
IITMandi_YouTube/mar/mar_370.wav | True: Marathi | Pred: English | Similarity: 0.6536 | MISMATCH
IITMandi_YouTube/mar/mar_166.wav | True: Marathi | Pred: English | Similarity: 0.6685 | MISMATCH
IITMandi_YouTube/mar/mar_172.wav | True: Marathi | Pred: English | Similarity: 0.6679 | MISMATCH
IITMandi_YouTube/mar/mar_12.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4842 | MISMATCH
IITMandi_YouTube/mar/mar_199.wav | True: Marathi | Pred: English | Similarity: 0.6149 | MISMATCH
IITMandi_YouTube/mar/mar_238.wav | True: Marathi | Pred: English | Similarity: 0.5385 | MISMATCH
IITMandi_YouTube/mar/mar_210.wav | True: Marathi | Pred: English | Similarity: 0.5213 | MISMATCH
IITMandi_YouTube/mar/mar_204.wav | True: Marathi | Pred: Hindi | Similarity: 0.5553 | MISMATCH
IITMandi_YouTube/mar/mar_212.wav | True: Marathi | Pred: English | Similarity: 0.5316 | MISMATCH
IITMandi_YouTube/mar/mar_206.wav | True: Marathi | Pred: Hindi | Similarity: 0.5552 | MISMATCH
IITMandi_YouTube/mar/mar_38.wav | True: Marathi | Pred: English | Similarity: 0.6027 | MISMATCH
IITMandi_YouTube/mar/mar_10.wav | True: Marathi | Pred: Sindhi | Similarity: 0.4563 | MISMATCH
IITMandi_YouTube/mar/mar_164.wav | True: Marathi | Pred: English | Similarity: 0.6365 | MISMATCH
IITMandi_YouTube/mar/mar_170.wav | True: Marathi | Pred: English | Similarity: 0.6703 | MISMATCH
IITMandi_YouTube/mar/mar_158.wav | True: Marathi | Pred: English | Similarity: 0.6783 | MISMATCH
IITMandi_YouTube/mar/mar_366.wav | True: Marathi | Pred: English | Similarity: 0.6110 | MISMATCH
IITMandi_YouTube/mar/mar_372.wav | True: Marathi | Pred: English | Similarity: 0.6313 | MISMATCH
IITMandi_YouTube/mar/mar_373.wav | True: Marathi | Pred: English | Similarity: 0.6195 | MISMATCH
IITMandi_YouTube/mar/mar_367.wav | True: Marathi | Pred: English | Similarity: 0.6351 | MISMATCH
IITMandi_YouTube/mar/mar_159.wav | True: Marathi | Pred: English | Similarity: 0.6646 | MISMATCH
IITMandi_YouTube/mar/mar_171.wav | True: Marathi | Pred: English | Similarity: 0.6790 | MISMATCH
IITMandi_YouTube/mar/mar_165.wav | True: Marathi | Pred: English | Similarity: 0.6784 | MISMATCH
IITMandi_YouTube/mar/mar_11.wav | True: Marathi | Pred: Manipuri | Similarity: 0.4984 | MISMATCH
IITMandi_YouTube/mar/mar_39.wav | True: Marathi | Pred: English | Similarity: 0.6060 | MISMATCH
IITMandi_YouTube/mar/mar_207.wav | True: Marathi | Pred: Hindi | Similarity: 0.5491 | MISMATCH
IITMandi_YouTube/mar/mar_213.wav | True: Marathi | Pred: English | Similarity: 0.5582 | MISMATCH
IITMandi_YouTube/odi/odi319.wav | True: Odia | Pred: Hindi | Similarity: 0.5163 | MISMATCH
IITMandi_YouTube/odi/odi325.wav | True: Odia | Pred: English | Similarity: 0.6249 | MISMATCH
IITMandi_YouTube/odi/odi331.wav | True: Odia | Pred: English | Similarity: 0.6143 | MISMATCH
IITMandi_YouTube/odi/odi127.wav | True: Odia | Pred: Manipuri | Similarity: 0.6431 | MISMATCH
IITMandi_YouTube/odi/odi133.wav | True: Odia | Pred: English | Similarity: 0.5930 | MISMATCH
IITMandi_YouTube/odi/odi11.wav | True: Odia | Pred: Punjabi | Similarity: 0.6026 | MISMATCH
IITMandi_YouTube/odi/odi292.wav | True: Odia | Pred: English | Similarity: 0.6403 | MISMATCH
IITMandi_YouTube/odi/odi39.wav | True: Odia | Pred: English | Similarity: 0.5859 | MISMATCH
IITMandi_YouTube/odi/odi286.wav | True: Odia | Pred: Punjabi | Similarity: 0.6297 | MISMATCH
IITMandi_YouTube/odi/odi279.wav | True: Odia | Pred: English | Similarity: 0.5207 | MISMATCH
IITMandi_YouTube/odi/odi251.wav | True: Odia | Pred: English | Similarity: 0.6064 | MISMATCH
IITMandi_YouTube/odi/odi245.wav | True: Odia | Pred: English | Similarity: 0.6786 | MISMATCH
IITMandi_YouTube/odi/odi244.wav | True: Odia | Pred: English | Similarity: 0.6177 | MISMATCH
IITMandi_YouTube/odi/odi250.wav | True: Odia | Pred: English | Similarity: 0.6998 | MISMATCH
IITMandi_YouTube/odi/odi278.wav | True: Odia | Pred: English | Similarity: 0.6122 | MISMATCH
IITMandi_YouTube/odi/odi287.wav | True: Odia | Pred: English | Similarity: 0.5879 | MISMATCH
IITMandi_YouTube/odi/odi38.wav | True: Odia | Pred: English | Similarity: 0.5826 | MISMATCH
IITMandi_YouTube/odi/odi293.wav | True: Odia | Pred: English | Similarity: 0.6338 | MISMATCH
IITMandi_YouTube/odi/odi10.wav | True: Odia | Pred: Hindi | Similarity: 0.5824 | MISMATCH
IITMandi_YouTube/odi/odi90a.wav | True: Odia | Pred: Urdu | Similarity: 0.6916 | MISMATCH
IITMandi_YouTube/odi/odi132.wav | True: Odia | Pred: English | Similarity: 0.6707 | MISMATCH
IITMandi_YouTube/odi/odi126.wav | True: Odia | Pred: Urdu | Similarity: 0.6668 | MISMATCH
IITMandi_YouTube/odi/odi330.wav | True: Odia | Pred: English | Similarity: 0.5145 | MISMATCH
IITMandi_YouTube/odi/odi324.wav | True: Odia | Pred: Sindhi | Similarity: 0.5573 | MISMATCH
IITMandi_YouTube/odi/odi318.wav | True: Odia | Pred: English | Similarity: 0.5407 | MISMATCH
IITMandi_YouTube/odi/odi332.wav | True: Odia | Pred: English | Similarity: 0.6653 | MISMATCH
IITMandi_YouTube/odi/odi326.wav | True: Odia | Pred: English | Similarity: 0.6925 | MISMATCH
IITMandi_YouTube/odi/odi118.wav | True: Odia | Pred: English | Similarity: 0.5297 | MISMATCH
IITMandi_YouTube/odi/odi130.wav | True: Odia | Pred: English | Similarity: 0.6021 | MISMATCH
IITMandi_YouTube/odi/odi124.wav | True: Odia | Pred: English | Similarity: 0.5888 | MISMATCH
IITMandi_YouTube/odi/odi12.wav | True: Odia | Pred: English | Similarity: 0.5688 | MISMATCH
IITMandi_YouTube/odi/odi285.wav | True: Odia | Pred: Urdu | Similarity: 0.6027 | MISMATCH
IITMandi_YouTube/odi/odi291.wav | True: Odia | Pred: English | Similarity: 0.6857 | MISMATCH
IITMandi_YouTube/odi/odi246.wav | True: Odia | Pred: English | Similarity: 0.5577 | MISMATCH
IITMandi_YouTube/odi/odi252.wav | True: Odia | Pred: Urdu | Similarity: 0.6388 | MISMATCH
IITMandi_YouTube/odi/odi253.wav | True: Odia | Pred: English | Similarity: 0.6544 | MISMATCH
IITMandi_YouTube/odi/odi247.wav | True: Odia | Pred: English | Similarity: 0.6250 | MISMATCH
IITMandi_YouTube/odi/odi290.wav | True: Odia | Pred: Sindhi | Similarity: 0.5636 | MISMATCH
IITMandi_YouTube/odi/odi284.wav | True: Odia | Pred: Urdu | Similarity: 0.6783 | MISMATCH
IITMandi_YouTube/odi/odi13.wav | True: Odia | Pred: English | Similarity: 0.5999 | MISMATCH
IITMandi_YouTube/odi/odi125.wav | True: Odia | Pred: Urdu | Similarity: 0.6766 | MISMATCH
IITMandi_YouTube/odi/odi131.wav | True: Odia | Pred: English | Similarity: 0.6072 | MISMATCH
IITMandi_YouTube/odi/odi119.wav | True: Odia | Pred: English | Similarity: 0.5322 | MISMATCH
IITMandi_YouTube/odi/odi327.wav | True: Odia | Pred: Bengali | Similarity: 0.5211 | MISMATCH
IITMandi_YouTube/odi/odi333.wav | True: Odia | Pred: English | Similarity: 0.6739 | MISMATCH
IITMandi_YouTube/odi/odi337.wav | True: Odia | Pred: English | Similarity: 0.5925 | MISMATCH
IITMandi_YouTube/odi/odi323.wav | True: Odia | Pred: Punjabi | Similarity: 0.5923 | MISMATCH
IITMandi_YouTube/odi/odi135.wav | True: Odia | Pred: English | Similarity: 0.6472 | MISMATCH
IITMandi_YouTube/odi/odi121.wav | True: Odia | Pred: Bengali | Similarity: 0.5410 | MISMATCH
IITMandi_YouTube/odi/odi109.wav | True: Odia | Pred: English | Similarity: 0.6051 | MISMATCH
IITMandi_YouTube/odi/odi91b.wav | True: Odia | Pred: English | Similarity: 0.6139 | MISMATCH
IITMandi_YouTube/odi/odi280.wav | True: Odia | Pred: English | Similarity: 0.6282 | MISMATCH
IITMandi_YouTube/odi/odi294.wav | True: Odia | Pred: Sindhi | Similarity: 0.6097 | MISMATCH
IITMandi_YouTube/odi/odi17.wav | True: Odia | Pred: Sindhi | Similarity: 0.5959 | MISMATCH
IITMandi_YouTube/odi/odi243.wav | True: Odia | Pred: English | Similarity: 0.6431 | MISMATCH
IITMandi_YouTube/odi/odi257.wav | True: Odia | Pred: English | Similarity: 0.6719 | MISMATCH
IITMandi_YouTube/odi/odi256.wav | True: Odia | Pred: English | Similarity: 0.5309 | MISMATCH
IITMandi_YouTube/odi/odi242.wav | True: Odia | Pred: Sindhi | Similarity: 0.5925 | MISMATCH
IITMandi_YouTube/odi/odi16.wav | True: Odia | Pred: English | Similarity: 0.6619 | MISMATCH
IITMandi_YouTube/odi/odi295.wav | True: Odia | Pred: English | Similarity: 0.5921 | MISMATCH
IITMandi_YouTube/odi/odi281.wav | True: Odia | Pred: Bengali | Similarity: 0.5679 | MISMATCH
IITMandi_YouTube/odi/odi108.wav | True: Odia | Pred: English | Similarity: 0.5463 | MISMATCH
IITMandi_YouTube/odi/odi120.wav | True: Odia | Pred: English | Similarity: 0.6321 | MISMATCH
IITMandi_YouTube/odi/odi134.wav | True: Odia | Pred: Sindhi | Similarity: 0.5581 | MISMATCH
IITMandi_YouTube/odi/odi322.wav | True: Odia | Pred: English | Similarity: 0.5970 | MISMATCH
IITMandi_YouTube/odi/odi336.wav | True: Odia | Pred: English | Similarity: 0.5610 | MISMATCH
IITMandi_YouTube/odi/odi320.wav | True: Odia | Pred: English | Similarity: 0.6190 | MISMATCH
IITMandi_YouTube/odi/odi334.wav | True: Odia | Pred: Urdu | Similarity: 0.6029 | MISMATCH
IITMandi_YouTube/odi/odi308.wav | True: Odia | Pred: Punjabi | Similarity: 0.6075 | MISMATCH
IITMandi_YouTube/odi/odi122.wav | True: Odia | Pred: English | Similarity: 0.6099 | MISMATCH
IITMandi_YouTube/odi/odi136.wav | True: Odia | Pred: Hindi | Similarity: 0.5857 | MISMATCH
IITMandi_YouTube/odi/odi297.wav | True: Odia | Pred: Bengali | Similarity: 0.4952 | MISMATCH
IITMandi_YouTube/odi/odi28.wav | True: Odia | Pred: Punjabi | Similarity: 0.6109 | MISMATCH
IITMandi_YouTube/odi/odi8.wav | True: Odia | Pred: English | Similarity: 0.6042 | MISMATCH
IITMandi_YouTube/odi/odi283.wav | True: Odia | Pred: Bengali | Similarity: 0.5704 | MISMATCH
IITMandi_YouTube/odi/odi14.wav | True: Odia | Pred: English | Similarity: 0.5277 | MISMATCH
IITMandi_YouTube/odi/odi254.wav | True: Odia | Pred: Punjabi | Similarity: 0.5947 | MISMATCH
IITMandi_YouTube/odi/odi240.wav | True: Odia | Pred: English | Similarity: 0.5574 | MISMATCH
IITMandi_YouTube/odi/odi268.wav | True: Odia | Pred: English | Similarity: 0.5802 | MISMATCH
IITMandi_YouTube/odi/odi269.wav | True: Odia | Pred: English | Similarity: 0.6384 | MISMATCH
IITMandi_YouTube/odi/odi241.wav | True: Odia | Pred: English | Similarity: 0.5231 | MISMATCH
IITMandi_YouTube/odi/odi255.wav | True: Odia | Pred: English | Similarity: 0.6790 | MISMATCH
IITMandi_YouTube/odi/odi15.wav | True: Odia | Pred: English | Similarity: 0.6360 | MISMATCH
IITMandi_YouTube/odi/odi9.wav | True: Odia | Pred: Hindi | Similarity: 0.5619 | MISMATCH
IITMandi_YouTube/odi/odi282.wav | True: Odia | Pred: Sindhi | Similarity: 0.6045 | MISMATCH
IITMandi_YouTube/odi/odi29.wav | True: Odia | Pred: English | Similarity: 0.6310 | MISMATCH
IITMandi_YouTube/odi/odi296.wav | True: Odia | Pred: English | Similarity: 0.5398 | MISMATCH
IITMandi_YouTube/odi/odi137.wav | True: Odia | Pred: Sindhi | Similarity: 0.5363 | MISMATCH
IITMandi_YouTube/odi/odi123.wav | True: Odia | Pred: English | Similarity: 0.5584 | MISMATCH
IITMandi_YouTube/odi/odi309.wav | True: Odia | Pred: English | Similarity: 0.6518 | MISMATCH
IITMandi_YouTube/odi/odi335.wav | True: Odia | Pred: English | Similarity: 0.6132 | MISMATCH
IITMandi_YouTube/odi/odi321.wav | True: Odia | Pred: English | Similarity: 0.6297 | MISMATCH
IITMandi_YouTube/odi/odi346.wav | True: Odia | Pred: English | Similarity: 0.5596 | MISMATCH
IITMandi_YouTube/odi/odi352.wav | True: Odia | Pred: Urdu | Similarity: 0.6568 | MISMATCH
IITMandi_YouTube/odi/odi187.wav | True: Odia | Pred: Punjabi | Similarity: 0.5886 | MISMATCH
IITMandi_YouTube/odi/odi193.wav | True: Odia | Pred: English | Similarity: 0.6029 | MISMATCH
IITMandi_YouTube/odi/odi178.wav | True: Odia | Pred: English | Similarity: 0.6823 | MISMATCH
IITMandi_YouTube/odi/odi144.wav | True: Odia | Pred: English | Similarity: 0.6209 | MISMATCH
IITMandi_YouTube/odi/odi150.wav | True: Odia | Pred: English | Similarity: 0.5444 | MISMATCH
IITMandi_YouTube/odi/odi72.wav | True: Odia | Pred: Punjabi | Similarity: 0.5114 | MISMATCH
IITMandi_YouTube/odi/odi66.wav | True: Odia | Pred: English | Similarity: 0.6595 | MISMATCH
IITMandi_YouTube/odi/odi232.wav | True: Odia | Pred: English | Similarity: 0.6085 | MISMATCH
IITMandi_YouTube/odi/odi99.wav | True: Odia | Pred: English | Similarity: 0.5130 | MISMATCH
IITMandi_YouTube/odi/odi226.wav | True: Odia | Pred: English | Similarity: 0.5294 | MISMATCH
IITMandi_YouTube/odi/odi227.wav | True: Odia | Pred: English | Similarity: 0.6637 | MISMATCH
IITMandi_YouTube/odi/odi98.wav | True: Odia | Pred: Hindi | Similarity: 0.6689 | MISMATCH
IITMandi_YouTube/odi/odi233.wav | True: Odia | Pred: English | Similarity: 0.6576 | MISMATCH
IITMandi_YouTube/odi/odi67.wav | True: Odia | Pred: Bengali | Similarity: 0.5891 | MISMATCH
IITMandi_YouTube/odi/odi73.wav | True: Odia | Pred: Punjabi | Similarity: 0.6154 | MISMATCH
IITMandi_YouTube/odi/odi97f.wav | True: Odia | Pred: English | Similarity: 0.5392 | MISMATCH
IITMandi_YouTube/odi/odi151.wav | True: Odia | Pred: Sindhi | Similarity: 0.6151 | MISMATCH
IITMandi_YouTube/odi/odi145.wav | True: Odia | Pred: English | Similarity: 0.5971 | MISMATCH
IITMandi_YouTube/odi/odi179.wav | True: Odia | Pred: English | Similarity: 0.5148 | MISMATCH
IITMandi_YouTube/odi/odi192.wav | True: Odia | Pred: English | Similarity: 0.6068 | MISMATCH
